Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_0256,Healthcare,23,821002.66,22,6.05,15,Scrum,Mid-level,2,4,1.99,Execution,Moderate,0.00,0.46,4,5.27,Medium,Expert,4,Low,0.32,0.78,Moderate,External,0.40,3.60,0.74,Critical,2.61,0,0.42,0.91,Senior PM,Managed,Low,Excellent,Moderate,Cost-Plus,Medium,Extreme,Strategic,Basic,None,Fully Remote,Good,2,10,1.12,High
PROJ_0257,Construction,29,1992785.74,12,4.46,9,Agile,Mixed,3,1,0.84,Closure,Moderate,0.24,0.37,1,2.67,Low,Familiar,2,Excellent,0.48,0.82,Weak,Mixed,0.76,7.69,0.59,Low,2.44,8,0.64,0.11,Senior PM,Ad-hoc,Low,Excellent,Moderate,Fixed-Price,Medium,Low,First-time,Advanced,Formal,Fully Colocated,Basic,7,2,0.93,Medium
PROJ_0258,Healthcare,31,177186.36,15,2.67,8,Waterfall,Mixed,4,0,2.91,Planning,Moderate,0.09,0.89,1,6.30,Critical,New,1,Low,0.61,0.53,Strong,Mixed,0.68,3.29,0.47,Critical,1.46,3,0.44,0.02,Junior PM,Managed,High,Poor,Poor,Cost-Plus,Medium,High,First-time,Advanced,Formal,Hybrid,Good,6,3,0.94,Low
PROJ_0259,Healthcare,13,2043546.79,34,1.58,15,Scrum,Junior,0,1,2.64,Closure,Moderate,0.40,0.91,4,6.48,Critical,New,4,High,0.02,0.65,Weak,Mixed,0.37,8.70,0.70,Low,0.35,4,0.76,0.64,Senior PM,Managed,Low,Good,Moderate,Cost-Plus,High,Low,Occasional,Formal,Advanced,Fully Colocated,Basic,7,6,0.85,Medium
PROJ_0260,Manufacturing,10,2828867.26,31,5.81,11,Hybrid,Mid-level,4,3,0.79,Closure,Moderate,0.34,0.66,0,3.74,Low,Expert,3,High,0.96,0.43,Strong,Mixed,0.56,7.17,0.62,High,2.58,6,0.80,0.70,Senior PM,Ad-hoc,Strict,Excellent,Stable,Cost-Plus,Low,Extreme,Occasional,Basic,None,Fully Remote,Poor,1,9,0.86,Low
PROJ_0261,Construction,46,2740560.56,25,7.31,17,Hybrid,Mixed,3,1,2.12,Initiation,Stable,0.07,0.69,1,2.28,Critical,Familiar,4,Excellent,0.25,1.18,Moderate,Government,0.50,3.07,0.45,High,2.01,0,0.70,0.89,Senior PM,Defined,Medium,Excellent,Poor,Time & Materials,Low,Extreme,First-time,Advanced,Advanced,Fully Remote,Poor,4,3,0.81,High
PROJ_0262,Healthcare,28,1091534.29,13,5.27,3,Scrum,Junior,4,1,2.08,Closure,Stable,0.20,0.40,0,1.79,High,New,4,Low,0.38,1.14,Strong,Internal,0.24,5.35,0.54,High,1.88,1,0.87,0.99,Junior PM,Ad-hoc,Strict,Excellent,Stable,Time & Materials,Medium,Extreme,Occasional,Advanced,Advanced,Fully Remote,Excellent,9,5,0.90,High
PROJ_0263,Healthcare,3,733472.79,35,3.14,17,Hybrid,Senior,0,3,2.70,Closure,Moderate,0.17,0.31,1,6.16,Critical,Familiar,1,High,0.41,0.32,Strong,External,0.53,9.40,0.74,High,1.79,4,0.70,0.32,Senior PM,Optimizing,Strict,Poor,Stable,Time & Materials,High,Extreme,First-time,Advanced,None,Fully Colocated,Basic,9,3,1.04,High
PROJ_0264,Manufacturing,31,1317713.41,20,5.50,2,Scrum,Mixed,0,3,1.02,Closure,Unstable,0.25,0.46,3,1.69,High,New,4,Low,0.93,0.36,Moderate,Government,0.12,6.86,0.94,Medium,2.64,4,0.63,0.31,Junior PM,Optimizing,Low,Poor,Moderate,Cost-Plus,Low,High,Regular,Basic,Advanced,Hybrid,Basic,3,4,0.91,Medium
PROJ_0265,R&D,27,701344.23,3,4.17,15,Waterfall,Senior,1,3,2.00,Closure,Stable,0.11,0.32,4,4.37,Critical,Familiar,4,High,0.90,1.16,Strong,Government,0.47,1.27,0.50,Critical,0.29,0,0.62,0.18,Mid-level PM,Ad-hoc,High,Excellent,Stable,Time & Materials,High,Low,Occasional,Basic,Basic,Fully Remote,Basic,9,10,0.91,Medium
PROJ_0266,R&D,43,1625301.38,12,8.68,13,Waterfall,Senior,2,4,1.15,Closure,Unstable,0.16,0.52,3,5.45,Critical,Expert,2,Medium,0.40,0.48,Weak,Mixed,0.36,1.96,0.74,Low,1.64,1,0.56,0.27,Mid-level PM,Ad-hoc,Strict,Poor,Stable,Cost-Plus,High,High,Strategic,Advanced,Basic,Hybrid,Excellent,8,11,0.92,Low
PROJ_0267,Healthcare,11,1484451.47,32,9.39,14,Agile,Mixed,2,1,2.98,Closure,Moderate,0.44,0.99,0,2.17,High,Expert,1,Excellent,0.12,0.54,Strong,Internal,0.21,2.44,0.40,Critical,1.58,5,0.40,0.93,Mid-level PM,Optimizing,Strict,Poor,Moderate,Cost-Plus,Medium,High,Strategic,Basic,Advanced,Hybrid,Good,10,9,1.01,Critical
PROJ_0268,Manufacturing,34,1111563.15,28,6.38,6,Kanban,Junior,1,3,2.15,Execution,Moderate,0.53,0.73,3,3.92,High,New,1,Low,0.47,0.66,Moderate,Internal,0.06,4.44,0.57,High,1.26,0,0.93,0.15,Senior PM,Defined,Low,Poor,Poor,Cost-Plus,Low,Low,Strategic,Formal,Basic,Hybrid,Basic,11,8,0.96,High
PROJ_0269,IT,42,2834822.67,5,6.50,5,Scrum,Mixed,3,0,0.79,Initiation,Unstable,0.18,0.69,4,4.32,Low,New,1,High,0.81,1.03,Weak,Mixed,0.25,8.44,0.51,Medium,2.16,0,0.61,0.29,Junior PM,Ad-hoc,High,Poor,Stable,Time & Materials,Medium,Extreme,Occasional,Basic,Formal,Fully Remote,Basic,6,3,1.15,Low
PROJ_0270,Construction,46,1599381.93,5,6.30,15,Kanban,Senior,0,2,0.27,Initiation,Unstable,0.33,0.79,2,6.93,Low,Familiar,1,Excellent,0.38,0.73,Weak,Internal,0.13,1.22,0.73,Medium,0.67,3,0.81,0.43,Junior PM,Ad-hoc,Medium,Poor,Stable,Fixed-Price,Low,Extreme,Regular,Formal,Basic,Fully Colocated,Basic,3,2,0.92,Low
PROJ_0271,IT,49,2517820.10,4,7.11,11,Agile,Junior,3,4,2.84,Execution,Unstable,0.44,0.33,3,4.56,High,Familiar,2,Excellent,0.03,0.59,Weak,External,0.71,6.77,0.36,High,0.62,2,0.50,0.06,Mid-level PM,Managed,Strict,Good,Poor,Cost-Plus,High,Extreme,Regular,Advanced,Formal,Fully Colocated,Basic,6,9,0.98,Critical
PROJ_0272,R&D,46,1827750.47,28,3.00,11,Waterfall,Mixed,4,3,1.80,Planning,Unstable,0.16,0.42,4,3.32,Critical,Expert,1,Low,0.73,0.40,Weak,Government,0.61,6.76,0.63,Critical,1.30,2,0.69,0.23,Senior PM,Defined,High,Poor,Stable,Fixed-Price,Low,High,First-time,Basic,Advanced,Fully Remote,Excellent,2,9,0.88,Medium
PROJ_0273,Healthcare,15,168209.29,13,9.78,13,Kanban,Mid-level,3,4,2.71,Initiation,Stable,0.06,0.36,3,3.60,Critical,New,1,Low,0.82,0.49,Weak,Government,0.21,2.63,0.41,Medium,1.30,5,0.79,0.09,Mid-level PM,Managed,Medium,Good,Stable,Fixed-Price,Medium,High,Occasional,Formal,None,Fully Colocated,Poor,9,11,0.85,High
PROJ_0274,R&D,4,1231266.05,5,4.34,18,Scrum,Mixed,2,0,0.69,Planning,Moderate,0.11,1.00,0,3.48,Low,Familiar,3,Medium,0.14,0.72,Moderate,External,0.97,7.32,0.32,High,0.24,1,0.58,0.08,Junior PM,Defined,Strict,Good,Poor,Cost-Plus,Medium,High,Regular,Advanced,Basic,Fully Remote,Poor,7,5,0.90,Low
PROJ_0275,Healthcare,21,1227306.27,18,2.79,7,Agile,Mixed,2,1,2.82,Planning,Stable,0.02,0.41,1,5.95,High,New,3,Medium,0.81,1.18,Moderate,External,0.30,1.23,0.58,High,0.21,2,0.93,0.51,Mid-level PM,Managed,Strict,Excellent,Poor,Cost-Plus,Low,Low,Strategic,Formal,Basic,Hybrid,Excellent,4,6,1.20,High
PROJ_0276,Healthcare,14,273021.07,9,2.13,14,Agile,Junior,4,2,2.95,Closure,Moderate,0.13,0.39,4,1.05,High,Familiar,2,High,0.80,0.50,Strong,External,0.81,3.58,0.91,Low,2.39,4,0.85,0.71,Junior PM,Ad-hoc,Medium,Poor,Moderate,Cost-Plus,Medium,Extreme,First-time,Advanced,None,Fully Remote,Poor,2,11,1.09,High
PROJ_0277,Construction,40,1423339.85,24,7.92,8,Hybrid,Mid-level,0,2,2.53,Planning,Moderate,0.43,0.76,1,3.51,Critical,New,1,Low,0.29,0.67,Weak,Government,0.82,8.24,0.76,Low,2.04,2,0.82,0.91,Mid-level PM,Ad-hoc,Strict,Good,Stable,Fixed-Price,Medium,Moderate,Strategic,Formal,None,Fully Remote,Poor,11,10,1.09,Critical
PROJ_0278,Construction,21,652407.69,18,9.61,7,Scrum,Mixed,1,2,0.82,Initiation,Unstable,0.42,0.97,2,4.11,High,Familiar,3,Medium,0.29,0.90,Weak,Internal,0.00,9.34,0.91,High,2.76,4,0.60,0.98,Senior PM,Optimizing,Strict,Moderate,Moderate,Fixed-Price,Low,Moderate,Occasional,Basic,Basic,Hybrid,Basic,7,9,1.07,High
PROJ_0279,IT,31,391210.23,21,5.21,3,Agile,Mid-level,2,3,0.13,Initiation,Unstable,0.13,0.38,2,2.41,High,Familiar,3,High,0.78,1.10,Moderate,External,0.10,5.03,0.84,High,2.95,7,0.63,0.16,Junior PM,Defined,Strict,Good,Moderate,Time & Materials,Medium,High,Regular,Formal,Formal,Fully Colocated,Poor,7,1,0.88,Medium
PROJ_0280,Construction,29,635913.50,20,4.77,16,Hybrid,Junior,4,2,0.32,Execution,Stable,0.12,0.44,0,4.20,Low,Familiar,1,Excellent,0.43,0.53,Moderate,Government,0.46,1.96,0.64,High,1.37,9,0.43,0.53,Mid-level PM,Managed,Low,Excellent,Moderate,Cost-Plus,High,Low,Regular,Basic,Formal,Fully Colocated,Poor,9,10,1.03,High
PROJ_0281,Manufacturing,26,2507922.78,29,2.92,6,Scrum,Junior,1,3,2.92,Initiation,Stable,0.22,0.92,3,2.01,Medium,New,4,Low,0.85,0.35,Moderate,Government,0.66,2.25,0.71,Critical,0.91,6,0.45,0.31,Senior PM,Defined,Medium,Good,Moderate,Time & Materials,Medium,Low,Regular,Formal,Basic,Fully Remote,Excellent,11,4,0.96,Low
PROJ_0282,R&D,41,2168549.43,9,2.53,8,Hybrid,Junior,1,2,1.27,Closure,Unstable,0.14,0.73,0,6.05,Low,Expert,4,Low,0.50,0.36,Moderate,Internal,0.95,8.41,0.76,Low,1.61,9,0.71,0.89,Junior PM,Optimizing,Low,Moderate,Poor,Fixed-Price,Low,High,First-time,Advanced,Advanced,Hybrid,Poor,6,8,0.84,Low
PROJ_0283,Healthcare,10,1245021.75,15,4.70,7,Agile,Senior,3,2,0.66,Initiation,Stable,0.17,0.55,0,3.36,Low,Expert,2,Medium,0.68,0.88,Strong,Mixed,0.40,4.21,0.38,Low,1.60,4,0.56,0.24,Senior PM,Optimizing,High,Excellent,Poor,Fixed-Price,Medium,High,First-time,Basic,Formal,Fully Remote,Poor,7,5,0.94,Medium
PROJ_0284,Construction,36,950234.65,21,9.99,3,Hybrid,Mid-level,3,3,0.98,Execution,Moderate,0.56,0.67,1,5.65,Critical,New,3,High,0.27,0.57,Weak,External,0.67,2.52,0.82,Critical,2.92,5,0.71,0.70,Senior PM,Managed,High,Poor,Moderate,Cost-Plus,High,Extreme,First-time,Advanced,None,Hybrid,Good,10,6,1.12,High
PROJ_0285,R&D,47,1982336.81,34,2.41,5,Waterfall,Junior,3,0,2.83,Initiation,Stable,0.27,0.83,0,3.56,Critical,Familiar,1,Low,0.19,0.35,Weak,External,0.24,8.89,0.96,Medium,2.51,0,0.94,0.07,Senior PM,Defined,Strict,Excellent,Poor,Time & Materials,High,High,Occasional,Advanced,None,Hybrid,Poor,1,9,1.19,Low
PROJ_0286,Manufacturing,46,274971.10,17,5.00,17,Scrum,Junior,1,2,1.30,Closure,Stable,0.15,0.45,2,6.06,Medium,Familiar,4,Medium,0.89,1.09,Moderate,Government,0.81,5.71,0.45,High,1.48,3,0.65,0.57,Junior PM,Ad-hoc,Low,Poor,Stable,Time & Materials,Low,Low,First-time,Basic,Formal,Fully Remote,Poor,6,7,1.18,High
PROJ_0287,Healthcare,41,1233202.23,17,9.32,12,Waterfall,Junior,2,3,1.86,Planning,Stable,0.14,0.36,3,6.52,Low,Expert,4,High,0.99,0.92,Strong,Internal,0.53,4.77,0.93,High,2.79,9,0.89,0.73,Senior PM,Defined,High,Good,Poor,Cost-Plus,Medium,Moderate,Occasional,Advanced,Basic,Fully Colocated,Poor,8,6,0.91,High
PROJ_0288,IT,44,369594.67,27,8.84,19,Agile,Junior,4,2,0.09,Initiation,Moderate,0.49,0.70,1,4.76,Low,New,1,Medium,0.22,0.91,Weak,Internal,0.76,2.74,0.43,Medium,1.30,2,0.69,0.91,Senior PM,Managed,Medium,Good,Moderate,Fixed-Price,Low,High,Regular,Formal,Formal,Fully Remote,Basic,9,6,1.09,High
PROJ_0289,Construction,40,2202527.82,27,9.86,12,Hybrid,Mixed,3,3,2.38,Closure,Unstable,0.28,0.50,4,4.42,Low,Familiar,4,High,0.35,0.67,Moderate,Mixed,0.97,9.01,0.33,Low,2.67,0,0.48,0.64,Senior PM,Defined,Strict,Excellent,Stable,Fixed-Price,High,Low,First-time,Basic,Formal,Fully Colocated,Poor,6,1,0.88,High
PROJ_0290,Manufacturing,8,2047826.35,4,3.93,8,Hybrid,Senior,4,3,0.02,Closure,Stable,0.03,0.93,0,3.61,Low,New,3,Low,0.99,1.01,Moderate,Government,0.72,7.03,0.63,Medium,1.48,8,0.50,0.89,Senior PM,Managed,Medium,Excellent,Moderate,Fixed-Price,Medium,Extreme,Occasional,Basic,Basic,Fully Remote,Excellent,2,2,1.02,High
PROJ_0291,IT,40,1903458.83,21,3.10,9,Hybrid,Senior,4,4,0.76,Initiation,Unstable,0.28,0.57,3,4.79,Critical,Familiar,1,Medium,0.19,0.75,Moderate,Internal,0.17,6.97,0.44,Critical,0.65,0,0.67,0.79,Junior PM,Ad-hoc,Medium,Poor,Poor,Time & Materials,Low,High,Strategic,Advanced,None,Fully Colocated,Poor,8,7,0.91,Low
PROJ_0292,Manufacturing,24,2402681.68,27,7.68,16,Waterfall,Junior,4,2,1.87,Initiation,Moderate,0.09,0.73,3,4.59,Critical,Familiar,3,High,0.18,0.54,Weak,External,0.91,8.40,0.53,Medium,2.02,3,0.79,0.18,Senior PM,Optimizing,Strict,Poor,Stable,Cost-Plus,High,Low,Regular,Advanced,Advanced,Fully Colocated,Good,3,8,1.13,Low
PROJ_0293,Construction,14,890363.63,25,6.51,3,Hybrid,Senior,2,1,0.19,Execution,Stable,0.09,0.88,3,3.99,Medium,Expert,2,High,0.87,0.81,Strong,External,0.59,5.37,0.31,Low,0.02,0,0.85,0.17,Mid-level PM,Defined,High,Excellent,Poor,Time & Materials,High,High,Regular,Basic,Advanced,Hybrid,Excellent,5,6,1.16,Low
PROJ_0294,Healthcare,27,347722.91,19,9.51,13,Scrum,Mid-level,3,2,2.61,Initiation,Moderate,0.23,0.55,0,5.58,High,Familiar,1,High,0.72,1.09,Moderate,Internal,0.69,4.62,0.57,Low,2.78,5,0.62,0.93,Mid-level PM,Defined,High,Poor,Stable,Fixed-Price,Medium,High,First-time,Formal,Basic,Hybrid,Excellent,8,6,1.04,High
PROJ_0295,IT,15,2710456.48,12,7.22,7,Hybrid,Mixed,3,3,1.09,Execution,Moderate,0.21,0.35,0,2.86,Low,Expert,1,Medium,0.35,1.20,Strong,Internal,0.01,5.51,0.92,High,1.99,8,0.48,0.95,Junior PM,Defined,High,Moderate,Moderate,Fixed-Price,Medium,Extreme,First-time,Formal,None,Hybrid,Good,6,6,0.93,Critical
PROJ_0296,R&D,17,358714.16,13,8.41,2,Scrum,Senior,0,2,1.23,Initiation,Unstable,0.49,0.59,0,3.52,Critical,New,4,Low,0.77,1.18,Moderate,External,0.43,2.33,0.55,Medium,1.15,4,0.48,0.65,Senior PM,Managed,Medium,Excellent,Poor,Fixed-Price,High,Moderate,Occasional,Advanced,Formal,Fully Remote,Excellent,3,10,1.03,Critical
PROJ_0297,Construction,34,400051.14,23,5.09,7,Agile,Mid-level,3,4,1.31,Execution,Unstable,0.35,0.88,4,5.13,Critical,New,4,High,0.28,0.98,Strong,Internal,1.00,4.58,0.77,Medium,0.46,4,0.47,0.06,Senior PM,Ad-hoc,Strict,Moderate,Moderate,Cost-Plus,Low,Low,Strategic,Basic,Basic,Hybrid,Good,9,10,1.13,Medium
PROJ_0298,IT,7,1895548.11,25,4.84,8,Scrum,Mixed,1,2,2.48,Planning,Unstable,0.33,0.71,2,4.81,Critical,New,3,Excellent,0.16,1.09,Moderate,External,0.11,9.86,0.92,Low,1.71,8,0.51,0.35,Junior PM,Optimizing,Strict,Excellent,Poor,Fixed-Price,Low,High,Occasional,Advanced,Basic,Fully Remote,Poor,2,10,0.80,High
PROJ_0299,Construction,27,2066145.11,28,3.09,5,Agile,Junior,4,4,0.06,Closure,Moderate,0.32,0.32,4,2.52,Medium,Familiar,2,Low,0.97,0.31,Weak,Government,0.56,4.13,0.70,Critical,0.50,1,0.66,0.94,Senior PM,Ad-hoc,Medium,Moderate,Stable,Fixed-Price,Low,High,Regular,Advanced,Basic,Hybrid,Poor,3,3,0.91,High
PROJ_0300,Manufacturing,9,652112.14,10,9.15,4,Agile,Mid-level,3,1,1.20,Planning,Stable,0.29,0.62,3,3.57,Medium,Expert,4,Medium,0.38,0.53,Weak,Government,0.06,9.79,0.60,Critical,2.63,1,0.52,0.85,Mid-level PM,Managed,Strict,Moderate,Moderate,Cost-Plus,Low,Low,Strategic,Basic,None,Fully Remote,Basic,3,11,1.16,Medium
PROJ_0301,Manufacturing,42,751831.24,32,5.16,19,Agile,Mixed,3,3,2.27,Closure,Moderate,0.22,0.50,2,3.31,High,Expert,1,Low,0.95,0.96,Strong,Internal,0.94,8.25,0.92,Low,0.65,2,0.93,0.38,Junior PM,Managed,High,Excellent,Stable,Time & Materials,Medium,Extreme,First-time,Advanced,Formal,Hybrid,Good,10,5,0.95,Low
PROJ_0302,IT,17,1518012.09,15,1.46,13,Agile,Senior,2,1,0.07,Execution,Stable,0.37,0.56,1,6.85,High,Familiar,3,Medium,0.01,1.20,Moderate,Internal,0.73,5.59,0.91,Medium,0.46,2,0.45,0.05,Mid-level PM,Optimizing,High,Moderate,Moderate,Time & Materials,Low,High,Regular,Advanced,Basic,Fully Colocated,Good,10,3,0.96,Medium
PROJ_0303,Manufacturing,18,2250993.47,19,4.07,14,Scrum,Senior,4,4,0.18,Planning,Unstable,0.23,0.63,4,5.66,Medium,Familiar,4,Low,0.95,0.80,Moderate,External,0.66,2.72,0.55,Critical,1.75,6,0.81,0.79,Mid-level PM,Defined,High,Good,Moderate,Cost-Plus,Medium,High,Regular,Advanced,None,Hybrid,Good,7,4,0.83,Low
PROJ_0304,Construction,5,2554450.70,10,3.61,18,Scrum,Mid-level,3,4,1.82,Execution,Unstable,0.46,0.66,3,2.61,Low,Familiar,4,Low,0.14,0.54,Moderate,Mixed,0.43,3.11,0.44,Medium,2.23,5,0.99,0.68,Senior PM,Defined,Low,Poor,Stable,Cost-Plus,High,Extreme,First-time,Advanced,None,Fully Colocated,Basic,2,6,0.89,High
PROJ_0305,R&D,25,1081330.60,25,6.31,8,Waterfall,Mixed,0,4,0.85,Planning,Moderate,0.36,0.51,2,1.87,Critical,Familiar,3,High,0.53,0.43,Moderate,Mixed,0.36,9.49,0.59,Critical,0.58,8,0.43,0.29,Senior PM,Defined,Low,Moderate,Moderate,Fixed-Price,Low,Moderate,First-time,Advanced,Formal,Fully Colocated,Basic,11,6,1.13,Low
PROJ_0306,Construction,38,849394.05,30,4.03,8,Hybrid,Senior,2,0,0.54,Initiation,Unstable,0.54,0.52,0,2.79,Medium,Familiar,1,Excellent,0.78,0.80,Moderate,Government,0.08,3.83,0.59,Low,2.69,3,0.53,0.33,Junior PM,Managed,Medium,Excellent,Poor,Fixed-Price,Medium,Extreme,Occasional,Advanced,None,Fully Colocated,Good,2,7,0.92,Medium
PROJ_0307,Healthcare,19,2875964.89,5,5.68,16,Agile,Mid-level,0,3,1.19,Initiation,Stable,0.28,1.00,1,2.46,Critical,New,3,High,0.09,1.01,Moderate,External,0.71,2.39,0.38,Low,1.23,3,0.54,0.93,Mid-level PM,Managed,Strict,Poor,Poor,Time & Materials,Low,Extreme,First-time,Formal,Formal,Fully Colocated,Basic,4,8,1.03,High
PROJ_0308,Healthcare,14,180725.95,20,3.90,7,Hybrid,Senior,0,1,1.26,Closure,Unstable,0.54,0.34,3,3.21,Critical,Expert,4,Excellent,0.96,1.19,Weak,Internal,0.16,1.14,0.52,Medium,1.13,6,0.48,0.48,Mid-level PM,Defined,Strict,Moderate,Stable,Time & Materials,Medium,Low,First-time,Basic,Advanced,Fully Colocated,Excellent,2,1,0.99,Critical
PROJ_0309,R&D,28,2910901.18,16,3.33,17,Agile,Mixed,4,1,2.96,Execution,Moderate,0.38,0.55,1,1.76,Critical,Expert,1,Excellent,0.10,0.37,Strong,Internal,0.61,8.81,0.42,High,2.67,7,0.62,0.99,Senior PM,Optimizing,High,Moderate,Poor,Cost-Plus,Medium,Moderate,Strategic,Advanced,Formal,Fully Remote,Excellent,10,5,0.88,Medium
PROJ_0310,Construction,21,2133705.29,22,4.98,4,Agile,Mixed,2,2,2.86,Closure,Stable,0.14,0.68,0,5.89,Critical,Expert,2,Medium,0.61,1.03,Strong,Mixed,0.43,8.59,0.59,High,1.61,1,0.60,0.38,Junior PM,Defined,Strict,Excellent,Moderate,Fixed-Price,Medium,High,Strategic,Formal,Basic,Fully Remote,Excellent,1,6,1.08,Low
PROJ_0311,Manufacturing,37,1797788.52,33,8.21,5,Kanban,Senior,1,0,0.68,Planning,Unstable,0.19,0.94,2,1.76,High,New,1,High,0.09,1.19,Weak,Mixed,0.73,5.51,0.51,High,0.08,0,0.76,0.18,Junior PM,Optimizing,Medium,Moderate,Stable,Fixed-Price,Medium,High,First-time,Basic,None,Fully Colocated,Poor,7,9,1.17,Low
PROJ_0312,Healthcare,45,2156908.29,25,5.38,8,Scrum,Junior,3,1,0.65,Closure,Stable,0.27,0.83,4,5.63,High,Expert,1,Excellent,0.32,0.82,Moderate,Mixed,0.05,9.16,0.35,High,0.52,2,0.66,0.76,Mid-level PM,Managed,Low,Moderate,Moderate,Cost-Plus,Medium,High,First-time,Formal,Advanced,Fully Colocated,Good,2,9,1.18,Low
PROJ_0313,Healthcare,42,1062925.18,9,5.12,9,Scrum,Senior,0,2,2.56,Closure,Stable,0.56,0.89,4,1.58,High,Expert,3,High,0.94,0.60,Weak,Government,0.31,7.21,0.95,Critical,2.59,5,0.51,0.60,Junior PM,Managed,Strict,Poor,Moderate,Time & Materials,Low,High,Strategic,Advanced,None,Hybrid,Poor,8,8,1.17,High
PROJ_0314,IT,26,1826378.26,24,9.21,17,Hybrid,Mid-level,1,1,0.06,Execution,Unstable,0.26,0.99,1,2.05,Medium,Familiar,2,Medium,0.12,0.59,Moderate,Government,0.64,6.29,0.93,Medium,0.07,1,0.71,0.28,Mid-level PM,Defined,Low,Poor,Poor,Cost-Plus,Low,High,First-time,Formal,None,Fully Remote,Good,8,5,0.94,Low
PROJ_0315,Healthcare,6,657625.52,22,9.15,18,Waterfall,Junior,4,0,0.68,Planning,Unstable,0.44,0.79,0,1.60,Critical,New,3,Low,0.51,0.65,Weak,Government,0.76,9.95,0.30,Low,2.02,1,0.48,1.00,Mid-level PM,Optimizing,Low,Poor,Poor,Fixed-Price,High,Extreme,Occasional,Basic,Formal,Fully Remote,Good,10,10,1.09,High
PROJ_0316,IT,26,2903247.84,22,2.39,8,Waterfall,Mixed,0,3,1.05,Initiation,Stable,0.60,0.87,4,4.73,High,Familiar,1,High,0.46,0.86,Strong,Government,0.59,1.44,0.70,High,1.37,2,0.97,0.08,Senior PM,Defined,Medium,Poor,Poor,Fixed-Price,Low,Extreme,Regular,Formal,Advanced,Fully Colocated,Excellent,7,1,0.92,Medium
PROJ_0317,IT,26,1094099.99,3,3.89,18,Waterfall,Mixed,0,0,2.89,Planning,Stable,0.52,0.83,3,5.41,High,New,1,Low,0.85,0.82,Moderate,Mixed,0.34,2.04,0.40,High,1.83,7,0.62,0.82,Mid-level PM,Defined,Strict,Good,Stable,Cost-Plus,Low,Moderate,Regular,Basic,Basic,Hybrid,Poor,4,1,1.09,High
PROJ_0318,Healthcare,48,783725.60,17,9.69,18,Scrum,Senior,4,2,0.71,Planning,Moderate,0.06,0.73,0,1.70,Medium,Familiar,4,Excellent,0.63,0.96,Strong,Mixed,0.00,2.42,1.00,Medium,1.12,4,0.87,0.39,Junior PM,Defined,Medium,Good,Stable,Cost-Plus,Low,Low,First-time,Formal,None,Fully Colocated,Excellent,10,7,0.92,Low
PROJ_0319,Manufacturing,23,1297958.16,32,6.51,9,Waterfall,Senior,0,0,2.98,Execution,Moderate,0.24,0.35,4,5.96,Low,Familiar,2,High,0.90,0.54,Weak,External,0.29,3.10,0.37,Low,1.59,0,0.91,0.22,Junior PM,Optimizing,Medium,Excellent,Stable,Cost-Plus,High,Low,Occasional,Basic,Advanced,Hybrid,Good,4,11,0.82,High
PROJ_0320,IT,28,2803760.63,18,5.08,2,Waterfall,Senior,2,4,0.31,Initiation,Moderate,0.25,0.80,0,2.60,Low,Familiar,1,Medium,0.27,0.95,Strong,External,0.48,4.27,0.72,Medium,2.46,3,0.63,0.11,Senior PM,Ad-hoc,High,Poor,Moderate,Fixed-Price,Medium,Low,First-time,Advanced,None,Fully Colocated,Basic,1,2,1.08,Low
PROJ_0321,R&D,38,215279.51,11,7.46,3,Kanban,Senior,0,1,2.48,Closure,Unstable,0.44,0.63,4,5.83,High,Expert,3,High,0.04,1.01,Weak,Government,0.37,6.70,0.59,Low,2.24,8,0.73,0.11,Mid-level PM,Ad-hoc,Medium,Excellent,Moderate,Cost-Plus,Low,Low,Occasional,Formal,None,Hybrid,Good,4,9,1.09,High
PROJ_0322,Healthcare,20,881758.61,13,2.15,8,Waterfall,Senior,3,3,2.92,Initiation,Unstable,0.14,0.30,1,3.24,High,Familiar,2,Medium,0.35,0.77,Moderate,Mixed,0.76,9.31,0.82,Critical,2.82,6,0.65,0.96,Senior PM,Managed,Low,Good,Moderate,Time & Materials,Low,High,Regular,Advanced,Formal,Hybrid,Poor,3,9,1.18,High
